title,year,genres,director,cast,keywords,overview,tagline,vote_average,vote_count,runtime,popularity,id,genres_token,director_token,original_language
Transformers: Dark of the Moon,2011,Action Science Fiction Adventure,Michael Bay,Shia LaBeouf John Malkovich Ken Jeong Frances McDormand Josh Duhamel,moon spacecraft traitor bodyguard alien planet,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",The invasion we always feared. An enemy we never expected.,6.1,3299,154.0,28.529607,38356,Action ScienceFiction Adventure,MichaelBay,en
Indiana Jones and the Kingdom of the Crystal Skull,2008,Adventure Action,Steven Spielberg,Harrison Ford Cate Blanchett Shia LaBeouf Ray Winstone Karen Allen,saving the world riddle whip treasure mexico city,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",The adventure continues . . .,5.7,2495,122.0,75.674458,217,Adventure Action,StevenSpielberg,en
The Good Dinosaur,2015,Adventure Animation Family,Peter Sohn,Raymond Ochoa Jack Bright Jeffrey Wright Frances McDormand Maleah Nipay-Padilla,tyrannosaurus rex friends alternate history dinosaur fear,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,Little Arms With Big Attitude,6.6,1736,93.0,51.692953,105864,Adventure Animation Family,PeterSohn,en
Brave,2012,Animation Adventure Comedy Family Action,Brenda Chapman,Kelly Macdonald Julie Walters Billy Connolly Emma Thompson Kevin McKidd,scotland rebel bravery kingdom archer,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",Change your fate.,6.7,4641,93.0,125.114374,62177,Animation Adventure Comedy Family Action,BrendaChapman,en
Star Trek Beyond,2016,Action Adventure Science Fiction,Justin Lin,Chris Pine Zachary Quinto Karl Urban Simon Pegg Zoe Saldana,sequel stranded hatred space opera,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",,6.6,2568,122.0,65.352913,188927,Action Adventure ScienceFiction,JustinLin,en
WALL·E,2008,Animation Family,Andrew Stanton,Ben Burtt Elissa Knight Jeff Garlin Fred Willard John Ratzenberger,romantic comedy,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",An adventure beyond the ordinar-E.,7.8,6296,98.0,66.390712,10681,Animation Family,AndrewStanton,en
Rush Hour 3,2007,Action Comedy Crime Thriller,Brett Ratner,Chris Tucker Jackie Chan Hiroyuki Sanada Max von Sydow Yvan Attal,ambassador,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",The Rush Is On!,6.1,783,91.0,22.57178,5174,Action Comedy Crime Thriller,BrettRatner,en
2012,2009,Action Adventure Science Fiction,Roland Emmerich,John Cusack Amanda Peet Chiwetel Ejiofor Thandie Newton Oliver Platt,civilization natural disaster end of the world disaster apocalypse,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",We Were Warned.,5.6,4903,158.0,45.274225,14161,Action Adventure ScienceFiction,RolandEmmerich,en
A Christmas Carol,2009,Animation Drama,Robert Zemeckis,Gary Oldman Jim Carrey Steve Valentine Daryl Sabara Sage Ryan,holiday based on novel victorian england money christmas eve,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",Season's Greedings,6.6,1095,96.0,39.744242,17979,Animation Drama,RobertZemeckis,en
Jupiter Ascending,2015,Science Fiction Fantasy Action Adventure,Lilly Wachowski,Mila Kunis Channing Tatum Sean Bean Eddie Redmayne Douglas Booth,jupiter space woman director 3d interspecies romance,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",Expand your universe.,5.2,2768,124.0,85.36908000000003,76757,ScienceFiction Fantasy Action Adventure,LillyWachowski,en
The Legend of Tarzan,2016,Action Adventure,David Yates,Alexander Skarsg\u00e5rd Margot Robbie Christoph Waltz Samuel L. Jackson Djimon Hounsou,africa feral child tarzan jungle animal attack,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",Human. Nature.,5.5,2430,109.0,42.741719,258489,Action Adventure,DavidYates,en
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Adventure Family Fantasy,Andrew Adamson,William Moseley Anna Popplewell Skandar Keynes Georgie Henley Liam Neeson,saving the world witch based on novel brother sister relationship self sacrifice,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",Evil Has Reigned For 100 Years...,6.7,2629,143.0,67.391328,411,Adventure Family Fantasy,AndrewAdamson,en
X-Men: Apocalypse,2016,Science Fiction,Bryan Singer,James McAvoy Michael Fassbender Jennifer Lawrence Nicholas Hoult Oscar Isaac,mutant supernatural powers marvel comic superhero based on comic book,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",Only the strong will survive,6.4,4721,144.0,139.272042,246655,ScienceFiction,BryanSinger,en
The Dark Knight,2008,Drama Action Crime Thriller,Christopher Nolan,Christian Bale Heath Ledger Aaron Eckhart Michael Caine Maggie Gyllenhaal,dc comics crime fighter secret identity scarecrow sadism,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Why So Serious?,8.2,12002,152.0,187.322927,155,Drama Action Crime Thriller,ChristopherNolan,en
Up,2009,Animation Comedy Family Adventure,Pete Docter,Ed Asner Christopher Plummer Jordan Nagai Bob Peterson Delroy Lindo,age difference central and south america balloon animation floating in the air,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",,7.7,6870,96.0,92.201962,14160,Animation Comedy Family Adventure,PeteDocter,en
Monsters vs Aliens,2009,Animation Family Adventure Science Fiction,Conrad Vernon,Seth Rogen Reese Witherspoon Hugh Laurie Paul Rudd Kiefer Sutherland,alien giant robot duringcreditsstinger,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...","When aliens attack, monsters fight back.",6.0,1423,94.0,36.167578000000006,15512,Animation Family Adventure ScienceFiction,ConradVernon,en
Iron Man,2008,Action Science Fiction Adventure,Jon Favreau,Robert Downey Jr. Terrence Howard Jeff Bridges Shaun Toub Gwyneth Paltrow,middle east arms dealer malibu marvel comic superhero,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Heroes aren't born. They're built.,7.4,8776,126.0,120.725053,1726,Action ScienceFiction Adventure,JonFavreau,en
Hugo,2011,Adventure Drama Family,Martin Scorsese,Ben Kingsley Sacha Baron Cohen Asa Butterfield Chlo\u00eb Grace Moretz Ray Winstone,library clock film director key toy,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",One of the most legendary directors of our time takes you on an extraordinary adventure.,7.0,2141,126.0,32.319043,44826,Adventure Drama Family,MartinScorsese,en
